Name,Date,Transect,Deployment,QAQC_by,Drop_time,Notes,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label,Annotator,Date annotated
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,1275,2035,NEFI,whippo,2021-07-07 17:46:53+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,1333,2087,KELP,whippo,2021-07-07 17:46:53+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,1334,2557,OBSC,whippo,2021-07-05 22:08:48+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,1502,573,NEFI,whippo,2021-07-06 05:23:31+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,1476,1411,NEFI,whippo,2021-07-06 05:23:31+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,1485,2319,NEFI,whippo,2021-07-06 05:23:31+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,1881,1131,NEFI,whippo,2021-07-06 05:23:31+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,2027,1070,NEFI,whippo,2021-07-06 05:23:31+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,1716,2108,MGSU,whippo,2021-07-05 22:08:47+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,1989,2065,MGSU,whippo,2021-07-05 22:08:47+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,1937,1865,MGSU,whippo,2021-07-05 22:08:47+00:00
T13D1_20210701.png,2021-07-01,13,1,,1458,,,48.53684,-122.99848,7,,,,,,,,1975,2242,MGSU,whippo,2021-07-05 22:08:47+00:00
T13D2_20210701.png,2021-07-01,13,2,,1502,,,48.53712,-122.99836,16.25,,,,,,,,495,470,BARK,whippo,2021-07-07 17:51:33+00:00
T13D2_20210701.png,2021-07-01,13,2,,1502,,,48.53712,-122.99836,16.25,,,,,,,,444,1064,BARK,whippo,2021-07-07 17:51:33+00:00
T13D2_20210701.png,2021-07-01,13,2,,1502,,,48.53712,-122.99836,16.25,,,,,,,,322,1463,MGSU,whippo,2021-07-07 17:51:33+00:00
T13D2_20210701.png,2021-07-01,13,2,,1502,,,48.53712,-122.99836,16.25,,,,,,,,721,813,NEFI,whippo,2021-07-07 17:51:33+00:00
T13D2_20210701.png,2021-07-01,13,2,,1502,,,48.53712,-122.99836,16.25,,,,,,,,766,493,NEFI,whippo,2021-07-07 17:51:33+00:00
T13D2_20210701.png,2021-07-01,13,2,,1502,,,48.53712,-122.99836,16.25,,,,,,,,698,1183,BARK,whippo,2021-07-07 17:51:33+00:00
T13D2_20210701.png,2021-07-01,13,2,,1502,,,48.53712,-122.99836,16.25,,,,,,,,671,1869,MGSU,whippo,2021-07-07 17:51:33+00:00
T13D2_20210701.png,2021-07-01,13,2,,1502,,,48.53712,-122.99836,16.25,,,,,,,,750,2257,MGSU,whippo,2021-07-07 17:51:33+00:00
T13D2_20210701.png,2021-07-01,13,2,,1502,,,48.53712,-122.99836,16.25,,,,,,,,893,2269,BARK,whippo,2021-07-07 17:51:33+00:00
T13D2_20210701.png,2021-07-01,13,2,,1502,,,48.53712,-122.99836,16.25,,,,,,,,717,2429,BARK,whippo,2021-07-07 17:51:33+00:00
T13D2_20210701.png,2021-07-01,13,2,,1502,,,48.53712,-122.99836,16.25,,,,,,,,660,2380,BARK,whippo,2021-07-07 17:51:33+00:00
